north,north_west,north_east,south,west,east,action,lap
99,57,100,100,32,40,accelerate+rotRight,1
100,59,100,100,34,39,accelerate+rotRight,1
100,63,100,95,37,38,accelerate+rotRight,1
100,63,100,87,38,38,accelerate+rotRight,1
100,65,100,79,40,37,accelerate+rotRight,1
98,64,100,84,41,34,accelerate,1
93,61,100,86,41,33,accelerate,1
90,61,100,90,42,31,accelerate,1
85,58,100,94,44,29,accelerate,1
82,57,100,98,44,27,accelerate,1
78,54,100,100,44,26,accelerate,1
74,53,100,100,44,26,accelerate,1
74,53,100,99,44,25,accelerate+rotRight,1
71,51,100,95,43,27,accelerate+rotRight,1
70,50,100,89,43,28,accelerate+rotRight,1
69,51,100,87,43,27,accelerate+rotRight,1
68,50,98,85,43,28,accelerate+rotRight,1
67,50,98,84,42,29,accelerate+rotRight,1
67,49,98,84,42,30,accelerate+rotRight,1
67,48,97,84,42,31,accelerate+rotRight,1
64,47,94,85,41,33,accelerate+rotRight,1
62,44,94,85,39,34,accelerate+rotRight,1
62,45,95,85,39,34,accelerate+rotRight,1
62,43,94,84,40,35,accelerate+rotRight,1
61,42,93,85,39,37,accelerate+rotRight,1
61,42,94,85,38,36,accelerate+rotRight,1
58,41,93,84,37,38,accelerate+rotRight,1
58,41,92,84,37,39,accelerate+rotRight,1
58,40,92,85,36,40,accelerate+rotRight,1
57,40,92,84,36,41,accelerate+rotRight,1
55,39,92,84,34,43,accelerate+rotRight,1
55,38,94,82,33,43,accelerate+rotRight,1
56,38,96,81,32,42,accelerate+rotRight,1
54,37,98,81,32,43,accelerate+rotRight,1
54,36,100,80,31,43,accelerate+rotRight,1
56,36,100,79,32,43,accelerate+rotRight,1
56,35,100,77,30,43,accelerate+rotRight,1
55,35,100,76,29,43,accelerate+rotRight,1
55,34,100,76,29,43,accelerate+rotRight,1
57,35,100,74,29,43,accelerate+rotRight,1
57,35,100,72,28,43,accelerate+rotRight,1
60,36,100,70,29,42,accelerate+rotRight,1
61,36,100,68,28,42,accelerate+rotRight,1
64,37,100,66,28,42,accelerate+rotRight,1
67,38,100,64,27,43,accelerate+rotRight,1
70,37,100,62,27,42,accelerate+rotRight,1
75,39,100,63,28,42,accelerate+rotRight,1
84,39,100,61,28,42,accelerate+rotRight,1
97,40,100,59,28,42,accelerate+rotRight,1
100,42,100,58,29,42,accelerate+rotRight,1
100,43,88,57,29,43,accelerate+rotRight,1
100,46,77,55,30,44,accelerate+rotRight,1
100,48,71,55,31,44,accelerate+rotRight,1
100,53,64,54,32,45,accelerate+rotRight,1
100,53,64,56,32,43,accelerate,1
100,53,64,59,33,41,accelerate,1
100,53,64,61,33,40,accelerate,1
100,53,64,64,33,39,accelerate,1
100,53,64,66,33,39,accelerate,1
100,53,64,69,33,38,accelerate,1
100,53,64,71,33,38,accelerate,1
100,53,64,74,33,38,accelerate,1
100,53,64,77,33,38,accelerate,1
100,53,64,80,33,38,accelerate,1
100,51,65,82,32,39,accelerate,1
100,51,65,85,32,39,accelerate,1
100,51,65,88,32,39,accelerate,1
100,51,65,91,32,39,accelerate,1
100,51,65,95,32,39,accelerate,1
100,51,65,98,32,39,accelerate,1
100,51,65,100,32,39,accelerate,1
100,51,65,100,32,39,accelerate,1
100,51,65,100,32,39,accelerate,1
100,51,65,100,32,39,accelerate,1
100,51,65,100,32,39,accelerate,1
100,51,65,100,32,39,accelerate,1
100,51,65,100,32,39,accelerate,1
100,51,65,100,32,39,accelerate,1
100,51,65,100,32,39,accelerate,1
100,51,65,100,32,39,accelerate,1
100,49,67,100,31,40,accelerate,1
100,49,67,100,31,40,accelerate,1
100,49,67,100,31,40,accelerate,1
100,49,67,100,31,40,accelerate,1
100,49,67,100,31,40,accelerate,1
100,54,61,100,31,40,accelerate+rotRight,1
100,63,55,100,32,39,accelerate+rotRight,1
100,63,55,100,32,39,accelerate,1
100,65,54,100,33,38,accelerate,1
100,65,54,100,33,38,accelerate,1
100,67,52,100,34,37,accelerate,1
100,67,52,100,34,37,accelerate,1
100,69,51,100,35,36,accelerate,1
100,69,51,100,35,36,accelerate,1
100,71,50,100,36,35,accelerate,1
100,63,54,100,36,35,accelerate+rotLeft,1
100,59,57,100,36,34,accelerate+rotLeft,1
100,59,57,100,36,34,accelerate,1
100,59,57,100,36,34,accelerate,1
100,59,57,100,36,34,accelerate,1
100,59,57,100,36,34,accelerate,1
100,59,57,100,36,34,accelerate,1
100,59,57,100,36,34,accelerate,1
100,59,57,100,36,34,accelerate,1
100,59,57,100,36,34,accelerate,1
100,59,57,100,36,34,accelerate,1
100,59,57,100,36,34,accelerate,1
100,59,57,100,36,34,accelerate,1
100,61,57,100,36,34,accelerate,1
100,62,57,100,36,34,accelerate,1
100,100,57,100,36,34,accelerate,1
100,100,57,100,36,34,accelerate,1
98,100,55,100,36,34,accelerate,1
94,100,54,100,36,34,accelerate,1
95,100,56,100,36,35,accelerate+rotLeft,1
97,100,59,100,35,36,accelerate+rotLeft,1
97,100,60,100,35,36,accelerate+rotLeft,1
99,100,62,100,35,38,accelerate+rotLeft,1
100,100,65,100,33,41,accelerate+rotLeft,1
100,100,65,100,33,43,accelerate+rotLeft,1
96,100,63,100,32,43,accelerate,1
92,100,62,100,30,44,accelerate,1
88,100,59,100,29,44,accelerate,1
85,100,58,100,26,44,accelerate,1
82,100,58,100,26,45,accelerate+rotLeft,1
82,100,56,100,27,45,accelerate+rotLeft,1
81,100,57,95,25,44,accelerate+rotLeft,1
80,100,56,93,25,46,accelerate+rotLeft,1
80,100,56,88,25,46,accelerate+rotLeft,1
83,100,57,86,24,46,accelerate+rotLeft,1
84,100,56,83,25,46,accelerate+rotLeft,1
86,100,56,83,24,46,accelerate+rotLeft,1
91,100,55,82,24,45,accelerate+rotLeft,1
97,100,55,82,25,46,accelerate+rotLeft,1
100,100,55,82,25,45,accelerate+rotLeft,1
100,100,55,83,25,45,accelerate+rotLeft,1
100,76,57,82,25,46,accelerate+rotLeft,1
100,65,58,82,25,46,accelerate+rotLeft,1
100,58,60,81,25,45,accelerate+rotLeft,1
100,60,59,85,26,44,accelerate,1
100,60,59,88,26,44,accelerate,1
100,62,58,93,27,44,accelerate,1
100,65,56,96,28,43,accelerate,1
100,67,55,100,29,42,accelerate,1
100,69,55,100,29,42,accelerate,1
100,100,54,100,30,41,accelerate,1
100,100,52,100,31,40,accelerate,1
100,100,51,100,32,39,accelerate,1
100,100,54,100,32,39,accelerate+rotLeft,1
100,100,54,100,33,38,accelerate+rotLeft,1
100,100,59,100,33,38,accelerate+rotLeft,1
100,100,59,100,33,38,accelerate,1
98,100,59,100,33,38,accelerate,1
94,100,58,100,33,38,accelerate,1
90,100,56,100,33,38,accelerate,1
86,100,54,100,33,38,accelerate,1
82,100,53,100,33,38,accelerate,1
78,100,51,100,33,38,accelerate,1
74,100,48,100,33,38,accelerate,1
70,100,46,100,34,38,accelerate,1
71,100,46,100,34,38,accelerate+rotLeft,1
70,100,45,100,34,37,accelerate+rotLeft,1
69,100,45,100,34,38,accelerate+rotLeft,1
68,100,45,100,34,37,accelerate+rotLeft,1
67,100,44,100,35,37,accelerate+rotLeft,1
68,100,45,100,35,36,accelerate+rotLeft,1
66,100,44,100,35,37,accelerate+rotLeft,1
66,100,44,94,36,35,accelerate+rotLeft,1
65,100,44,87,36,34,accelerate+rotLeft,1
65,100,43,84,37,35,accelerate+rotLeft,1
65,100,43,82,36,35,accelerate+rotLeft,1
64,100,43,81,37,34,accelerate+rotLeft,1
66,100,42,78,37,34,accelerate+rotLeft,1
66,100,42,77,37,34,accelerate+rotLeft,1
69,100,42,77,36,35,accelerate+rotLeft,1
72,100,42,75,37,34,accelerate+rotLeft,1
74,100,40,75,37,33,accelerate+rotLeft,1
79,100,41,76,37,33,accelerate+rotLeft,1
83,100,40,77,38,32,accelerate+rotLeft,1
91,100,40,76,38,33,accelerate+rotLeft,1
100,100,41,73,38,33,accelerate+rotLeft,1
100,94,42,73,37,33,accelerate+rotLeft,1
100,83,44,72,37,32,accelerate+rotLeft,1
100,85,42,75,38,31,accelerate,1
100,85,42,78,38,32,accelerate,1
100,88,41,81,39,31,accelerate,1
100,88,41,85,39,31,accelerate,1
100,79,42,82,40,30,accelerate+rotLeft,1
100,72,45,83,40,30,accelerate+rotLeft,1
100,65,49,81,39,30,accelerate+rotLeft,1
100,60,54,80,40,30,accelerate+rotLeft,1
100,59,56,83,39,31,accelerate,1
100,59,56,86,39,31,accelerate,1
100,59,56,89,39,31,accelerate,1
100,59,56,93,39,31,accelerate,1
100,59,56,96,39,31,accelerate,1
100,57,58,100,38,32,accelerate,1
100,57,58,100,38,32,accelerate,1
100,57,58,100,38,32,accelerate,1
100,56,59,100,37,33,accelerate,1
100,56,59,100,37,33,accelerate,1
100,56,59,100,37,33,accelerate,1
100,56,59,100,37,33,accelerate,1
100,54,61,100,36,34,accelerate,1
100,54,61,100,36,34,accelerate,1
100,59,55,100,35,34,accelerate+rotRight,1
100,65,51,100,36,34,accelerate+rotRight,1
100,67,49,100,37,33,accelerate,1
100,67,49,100,37,33,accelerate,1
100,67,49,100,37,33,accelerate,1
100,67,49,100,37,33,accelerate,1
100,69,48,100,38,32,accelerate,1
100,69,48,100,38,32,accelerate,1
100,69,48,100,38,32,accelerate,1
100,71,46,100,39,31,accelerate,1
100,71,46,100,39,31,accelerate,1
100,65,49,100,39,31,accelerate+rotLeft,1
100,61,53,100,39,31,accelerate+rotLeft,1
100,61,53,100,39,31,accelerate,1
100,61,53,100,39,31,accelerate,1
100,59,55,100,38,32,accelerate,1
100,59,55,100,38,32,accelerate,1
100,59,55,100,38,32,accelerate,1
100,59,55,100,38,32,accelerate,1
100,59,55,100,38,32,accelerate,1
100,59,55,100,38,32,accelerate,1
100,59,55,100,38,32,accelerate,1
100,58,56,100,37,33,accelerate,1
100,58,56,100,37,33,accelerate,1
100,58,56,100,37,33,accelerate,1
100,58,56,100,37,33,accelerate,1
100,58,56,100,37,33,accelerate,1
100,58,56,100,37,33,accelerate,1
100,58,56,100,37,33,accelerate,1
100,56,58,100,36,34,accelerate,1
100,56,58,100,36,34,accelerate,1
100,56,58,100,36,34,accelerate,1
100,56,58,100,36,34,accelerate,1
100,56,58,100,36,34,accelerate,1
100,56,58,100,36,34,accelerate,1
100,56,58,100,36,34,accelerate,1
100,55,60,100,35,35,accelerate,1
100,55,60,100,35,35,accelerate,1
100,55,60,100,35,35,accelerate,1
100,55,60,100,35,35,accelerate,1
100,55,60,100,35,35,accelerate,1
100,55,60,100,35,35,accelerate,1
100,55,60,100,35,35,accelerate,1
100,53,62,100,34,36,accelerate,1
100,53,62,100,34,36,accelerate,1
100,53,62,100,34,36,accelerate,1
100,53,62,100,34,36,accelerate,1
100,53,62,100,34,36,accelerate,1
100,53,62,100,34,36,accelerate,1
100,53,62,100,34,36,accelerate,1
100,51,63,100,33,37,accelerate,1
100,51,63,100,33,37,accelerate,1
100,51,63,100,33,37,accelerate,1
100,51,63,100,33,37,accelerate,1
100,51,63,100,33,37,accelerate,1
100,51,63,100,33,37,accelerate,1
100,51,63,100,33,37,accelerate,1
100,51,63,100,33,37,accelerate,1
100,50,65,100,32,38,accelerate,1
100,50,65,100,32,38,accelerate,1
100,51,63,100,32,38,accelerate,1
100,59,62,100,32,38,accelerate,1
100,100,62,100,32,38,accelerate,1
100,100,60,100,32,38,accelerate,1
97,100,58,100,32,38,accelerate,1
93,100,58,100,31,39,accelerate,1
89,100,56,100,31,39,accelerate,1
85,100,55,100,31,39,accelerate,1
81,100,53,100,31,39,accelerate,1
77,100,49,100,31,39,accelerate,1
73,100,48,100,32,39,accelerate,1
71,100,48,100,32,40,accelerate+rotLeft,1
69,100,47,100,32,39,accelerate+rotLeft,1
70,100,48,100,32,39,accelerate+rotLeft,1
69,100,45,100,33,39,accelerate+rotLeft,1
66,100,45,100,34,38,accelerate+rotLeft,1
68,100,46,100,33,37,accelerate+rotLeft,1
66,100,44,100,34,37,accelerate+rotLeft,1
65,100,44,97,36,36,accelerate+rotLeft,1
65,100,43,90,35,36,accelerate+rotLeft,1
65,100,44,87,36,36,accelerate+rotLeft,1
64,100,43,85,37,35,accelerate+rotLeft,1
63,100,42,83,37,35,accelerate+rotLeft,1
64,100,41,81,37,35,accelerate+rotLeft,1
66,100,42,80,37,35,accelerate+rotLeft,1
69,100,41,78,38,34,accelerate+rotLeft,1
70,100,40,79,37,34,accelerate+rotLeft,1
77,100,41,78,37,34,accelerate+rotLeft,1
86,100,41,77,37,34,accelerate+rotLeft,1
95,100,41,75,38,32,accelerate+rotLeft,1
100,100,43,74,37,33,accelerate+rotLeft,1
100,89,44,72,37,32,accelerate+rotLeft,1
100,80,45,72,38,32,accelerate+rotLeft,1
100,73,48,71,38,33,accelerate+rotLeft,1
100,65,51,70,38,33,accelerate+rotLeft,1
100,61,55,69,38,33,accelerate+rotLeft,1
100,57,59,70,38,33,accelerate+rotLeft,1
100,56,61,73,37,34,accelerate,1
100,56,61,76,37,34,accelerate,1
100,56,61,79,37,34,accelerate,1
100,56,61,82,37,34,accelerate,1
100,56,61,85,37,34,accelerate,1
100,54,63,88,36,35,accelerate,1
100,54,63,92,36,35,accelerate,1
100,54,63,95,36,35,accelerate,1
100,54,63,99,36,35,accelerate,1
100,52,65,100,35,36,accelerate,1
100,52,65,100,35,36,accelerate,1
100,52,65,100,35,36,accelerate,1
100,57,59,100,34,36,accelerate+rotRight,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,57,59,100,34,36,accelerate,1
100,62,55,100,35,36,accelerate+rotRight,1
100,69,50,100,36,35,accelerate+rotRight,1
100,69,50,100,36,35,accelerate,1
100,69,50,100,36,35,accelerate,1
100,71,49,100,37,34,accelerate,1
100,71,49,100,37,34,accelerate,1
100,73,48,100,38,33,accelerate,1
100,73,48,100,38,33,accelerate,1
100,73,48,100,38,33,accelerate,1
100,75,46,100,39,32,accelerate,1
100,73,46,100,39,32,accelerate,1
100,75,45,100,40,31,accelerate,1
100,73,45,100,40,31,accelerate,1
100,73,43,100,41,30,accelerate,1
100,72,43,100,41,30,accelerate,1
100,69,43,100,41,30,accelerate,1
100,69,42,100,42,29,accelerate,1
100,67,45,100,42,29,accelerate,1
100,66,100,100,43,28,accelerate,1
98,63,100,100,43,28,accelerate,1
93,63,100,100,43,28,accelerate,1
90,61,100,100,44,27,accelerate,1
85,59,100,100,44,27,accelerate,1
82,57,100,100,45,26,accelerate,1
78,55,100,100,45,26,accelerate,1
74,55,100,100,45,26,accelerate+rotRight,1
73,55,100,100,45,25,accelerate+rotRight,1
72,54,100,100,44,26,accelerate+rotRight,1
71,53,100,100,44,27,accelerate+rotRight,1
68,51,99,100,43,27,accelerate+rotRight,1
68,50,97,100,44,28,accelerate+rotRight,1
67,50,96,100,44,28,accelerate+rotRight,1
65,49,95,100,43,29,accelerate+rotRight,1
64,47,93,100,43,31,accelerate+rotRight,1
63,45,92,96,41,33,accelerate+rotRight,1
62,45,93,92,41,33,accelerate+rotRight,1
60,44,91,91,40,36,accelerate+rotRight,1
58,42,92,88,39,36,accelerate+rotRight,1
58,42,92,87,39,38,accelerate+rotRight,1
59,41,93,85,37,39,accelerate+rotRight,1
58,41,91,86,36,39,accelerate+rotRight,1
56,40,92,85,35,41,accelerate+rotRight,1
57,39,93,85,35,40,accelerate+rotRight,1
56,38,93,83,34,40,accelerate+rotRight,1
56,37,94,81,33,41,accelerate+rotRight,1
57,37,93,81,33,41,accelerate+rotRight,1
55,36,94,79,32,42,accelerate+rotRight,1
56,36,94,80,32,43,accelerate+rotRight,1
57,36,94,79,32,43,accelerate+rotRight,1
55,35,94,79,31,44,accelerate+rotRight,1
56,36,96,77,31,43,accelerate+rotRight,1
56,36,98,77,29,43,accelerate+rotRight,1
57,35,99,76,28,44,accelerate+rotRight,1
57,36,100,73,29,43,accelerate+rotRight,1
58,34,100,73,28,44,accelerate+rotRight,1
58,36,100,73,29,43,accelerate+rotRight,1
59,36,100,69,28,43,accelerate+rotRight,1
61,36,100,68,28,43,accelerate+rotRight,1
61,36,100,67,28,43,accelerate+rotRight,1
60,37,100,67,28,42,accelerate+rotRight,1
61,37,100,65,28,43,accelerate+rotRight,1
63,38,100,65,28,43,accelerate+rotRight,1
64,38,100,63,27,43,accelerate+rotRight,1
68,39,100,60,28,43,accelerate+rotRight,1
72,41,100,59,29,42,accelerate+rotRight,1
78,43,100,58,29,42,accelerate+rotRight,1
83,44,100,56,29,43,accelerate+rotRight,1
89,44,100,55,30,42,accelerate+rotRight,1
96,45,100,54,30,42,accelerate+rotRight,1
100,47,100,53,31,44,accelerate+rotRight,1
100,48,92,54,31,45,accelerate+rotRight,1
100,50,77,52,32,49,accelerate+rotRight,1
100,53,67,50,34,100,accelerate+rotRight,1
100,52,69,52,33,46,accelerate,1
100,52,69,53,34,45,accelerate,1
100,52,69,55,34,41,accelerate,1
100,51,71,57,34,40,accelerate,1
100,51,71,59,35,39,accelerate,1
100,51,71,62,36,37,accelerate,1
100,49,73,64,35,37,accelerate,1
100,49,73,66,35,36,accelerate,1
100,49,73,69,35,35,accelerate,1
100,48,75,71,35,36,accelerate,1
100,48,75,74,35,36,accelerate,1
100,46,78,77,34,37,accelerate,1
100,46,78,80,34,37,accelerate,1
100,45,80,84,33,38,accelerate,1
100,45,80,87,33,38,accelerate,1
100,44,82,90,32,39,accelerate,1
100,44,82,93,32,39,accelerate,1
100,42,84,96,31,40,accelerate,1
100,42,84,100,31,40,accelerate,1
100,41,86,100,30,41,accelerate,1
100,41,86,100,30,41,accelerate,1
100,42,78,100,29,42,accelerate+rotRight,1
100,45,72,100,29,42,accelerate+rotRight,1
100,45,72,100,29,42,accelerate,1
100,45,72,100,29,42,accelerate,1
100,45,72,100,29,42,accelerate,1
100,45,72,100,29,42,accelerate,1
100,45,72,100,29,42,accelerate,1
100,44,74,100,28,43,accelerate,1
100,44,74,100,28,43,accelerate,1
100,44,74,100,28,43,accelerate,1
100,44,74,100,28,43,accelerate,1
100,44,74,100,28,43,accelerate,1
100,44,74,100,28,43,accelerate,1
100,44,74,100,28,43,accelerate,1
100,42,76,100,27,44,accelerate,1
100,42,76,100,27,44,accelerate,1
100,42,76,100,27,44,accelerate,1
100,42,76,100,27,44,accelerate,1
100,42,76,100,27,44,accelerate,1
100,42,76,100,27,44,accelerate,1
100,45,71,100,27,44,accelerate+rotRight,1
100,45,71,100,27,44,accelerate,1
100,45,71,100,27,44,accelerate,1
100,45,71,100,27,44,accelerate,1
100,45,71,100,27,44,accelerate,1
100,45,71,100,27,44,accelerate,1
100,45,71,100,27,44,accelerate,1
100,45,71,100,27,44,accelerate,1
100,45,71,100,27,44,accelerate,1
100,45,71,100,27,44,accelerate,1
100,45,71,100,27,44,accelerate,1
100,47,69,100,28,43,accelerate,1
100,47,69,100,28,43,accelerate,1
100,47,69,100,28,43,accelerate,1
100,47,69,100,28,43,accelerate,1
100,47,69,100,28,43,accelerate,1
100,47,69,100,28,43,accelerate,1
100,47,69,100,28,43,accelerate,1
100,47,69,100,28,43,accelerate,1
100,47,67,100,28,43,accelerate,1
100,47,66,100,28,43,accelerate,1
100,53,66,100,28,43,accelerate,1
100,100,64,100,28,43,accelerate,1
100,100,62,100,28,43,accelerate,1
96,100,61,100,28,43,accelerate,1
91,100,59,100,29,42,accelerate,1
87,100,58,100,29,42,accelerate,1
83,100,54,100,29,42,accelerate,1
79,100,53,100,29,42,accelerate,1
75,100,51,100,29,42,accelerate,1
71,100,49,100,30,42,accelerate,1
72,100,49,100,30,42,accelerate+rotLeft,1
70,100,47,100,31,42,accelerate+rotLeft,1
68,100,46,100,32,40,accelerate+rotLeft,1
67,100,46,100,32,39,accelerate+rotLeft,1
67,100,46,100,33,39,accelerate+rotLeft,1
66,100,46,100,33,39,accelerate+rotLeft,1
65,100,45,100,34,37,accelerate+rotLeft,1
64,100,45,100,34,38,accelerate+rotLeft,1
62,100,43,100,35,37,accelerate+rotLeft,1
63,100,44,95,35,37,accelerate+rotLeft,1
62,100,43,92,37,37,accelerate+rotLeft,1
61,100,42,87,38,36,accelerate+rotLeft,1
62,100,41,85,38,35,accelerate+rotLeft,1
61,100,40,85,39,36,accelerate+rotLeft,1
61,100,40,83,39,35,accelerate+rotLeft,1
62,100,39,82,38,33,accelerate+rotLeft,1
62,100,38,80,39,33,accelerate+rotLeft,1
62,100,39,79,39,33,accelerate+rotLeft,1
62,100,40,77,39,33,accelerate+rotLeft,1
65,100,40,77,39,32,accelerate+rotLeft,1
64,100,39,75,39,32,accelerate+rotLeft,1
64,100,39,73,39,30,accelerate+rotLeft,1
64,100,40,73,39,31,accelerate+rotLeft,1
67,100,40,72,40,31,accelerate+rotLeft,1
67,100,40,71,40,31,accelerate+rotLeft,1
69,100,40,71,40,31,accelerate+rotLeft,1
69,100,41,70,40,31,accelerate+rotLeft,1
71,100,40,69,39,31,accelerate+rotLeft,1
73,100,42,67,39,30,accelerate+rotLeft,1
74,100,43,66,39,31,accelerate+rotLeft,1
77,100,44,64,39,32,accelerate+rotLeft,1
79,100,48,63,39,32,accelerate+rotLeft,1
81,100,48,62,39,33,accelerate+rotLeft,1
83,100,50,61,39,33,accelerate+rotLeft,1
85,100,51,61,39,33,accelerate+rotLeft,1
86,100,53,60,38,34,accelerate+rotLeft,1
89,100,54,58,39,35,accelerate+rotLeft,1
91,100,56,60,38,36,accelerate+rotLeft,1
96,100,58,57,39,37,accelerate+rotLeft,1
99,100,58,58,39,38,accelerate+rotLeft,1
100,100,59,57,40,39,accelerate+rotLeft,1
100,100,59,60,36,40,accelerate,1
100,100,59,62,35,40,accelerate,1
97,100,57,64,35,39,accelerate,1
96,100,56,66,33,40,accelerate,1
94,100,56,68,31,41,accelerate,1
98,100,56,68,32,41,accelerate+rotLeft,1
